id,synthetic_event_id,diagnosis,recovery_probability,recommended_action,reason,confidence,decision_path,override_reason,created_at,ground_truth_recoverable,ground_truth_outcome,ground_truth_recovered_amount
9149b784-a253-4de6-8fce-224074f5e594,4bfd7370-4d91-45e5-8a46-08cbff795e19,"The customer demonstrated strong purchase intent based on a prolonged 521-second checkout duration but abandoned at payment, likely due to price hesitation given the cart value (₹17,852.67) is approximately 8x their historical average order value of ₹2,200.45. This is not a technical failure but a behavioral abandonment driven by purchase hesitation on a significantly higher-than-usual transaction amount.",0.62,send_payment_link,"The customer is established (163 days tenure, 2 successful prior payments) with demonstrated payment capability. The abandoned checkout with long engagement duration (521s) indicates genuine interest. However, the cart value being 8x their typical AOV creates purchase hesitation risk. A standard recovery payment link provides gentle re-engagement without aggressive pressure that might further alarm a customer considering a high-value purchase. This approach respects the decision-making process while recovering the abandoned cart. Previous recovery attempts: 0 (no prior contact to cause fatigue). Time since last payment: 18.5 days (still within active customer window).",0.72,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,1785267
10fc2988-2a7a-4d23-a8ca-da5be6c547cd,0143b7ae-6b5a-4a0f-8858-26bcebb01533,"The transaction failed during UPI authentication due to an OTP timeout, indicating a transient authentication/connectivity issue rather than a hard decline. The customer progressed through 269 seconds of checkout, suggesting genuine purchase intent for a high-value order (₹12,835) that is over 13x their historical average (₹982.83). However, the customer has zero successful payments, only 48 days of tenure, and 2 prior failed payments, which signals a possibly struggling or new customer without proven payment completion behavior.",0.52,recover_now,"Strong positive signals: (1) otp_timeout is a transient, recoverable failure type highly amenable to immediate retry via a fresh payment link; (2) 269-second checkout duration shows real intent and time investment; (3) high-value order (₹12,835) is significant revenue worth pursuing. Mitigating concerns: customer has no successful payment history and 2 prior failures, indicating possible execution friction. However, because no recovery attempt has been made yet and the failure was a transient OTP/network issue (not a hard bank decline), sending an urgent recovery link immediately offers the best chance to convert intent into completion before the customer abandons entirely. Standard link with expiry would be too passive given the high-value, time-sensitive nature, while waiting risks permanent loss. Escalation is unnecessary since the failure cause is clear and actionable.",0.72,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,1283552
d74ed9d8-7f97-4493-bb0c-3aa5c8149333,a6d0035f-7cce-4bd6-98ed-6c405ee3f3d9,"OTP timeout during netbanking authentication indicates a transient technical failure rather than a permanent payment decline. The customer demonstrated purchase intent by entering the payment flow and proceeding to netbanking, but the session timed out during OTP verification. The high transaction value (8.5x their historical AOV) and checkout duration suggest genuine purchase intent, though the new customer status with zero successful payment history creates some uncertainty about repeat purchase behavior.",0.72,send_payment_link,"OTP timeout is a recoverable transient failure indicating customer reached the payment page with intent. With no prior recovery attempts made and a checkout duration of 198 seconds showing genuine engagement, a standard recovery payment link is appropriate. The customer is new (22 days tenure) with zero successful payment history and 2 prior failures, suggesting moderate risk but positive intent signals. The higher recovery probability compared to stop/escalate actions is justified by the clear technical failure mode, absence of card declines or insufficient fund indicators, and the customer's demonstrated willingness to complete payment. The netbanking method friction may actually be reduced by offering alternative payment methods via the link.",0.85,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,1082682
c918d931-6dce-43e8-9e3a-0f66f22ea621,8a81902d-73d4-43b9-8164-a23833a0c343,pre_filtered_exhausted,0.0,stop,Recovery attempt limit reached (attempts >= 3),1.0,pre_filtered,attempts_exhausted,2026-08-30 06:59:21.080521+00:00,False,not_recovered,0
00e816db-5155-401f-9201-686b45859809,e11c4167-06f8-4ed2-8448-6897958b7ea5,"Customer abandoned checkout after 199 seconds of active consideration, suggesting deliberation before exit rather than instant drop. The transaction amount (₹2,043.55) is 2.6x their historical average order value (₹788.91), likely causing price hesitation. Combined with zero successful payment history and two prior failed payments, the customer may be experiencing payment friction or price shock. The customer_abandoned status indicates voluntary exit rather than technical failure, but the extended checkout duration suggests genuine purchase intent was interrupted.",0.35,send_payment_link,"This is a new customer with no payment success history and 2 prior failures, indicating potential payment method or trust issues. The abandoned amount is 2.6x their average order value, likely causing sticker shock. While the 199-second checkout duration suggests active purchase consideration (positive signal), the pattern of failures without any success history reduces confidence in immediate recovery. A standard payment link is more appropriate than urgent recovery as the customer may need time to reconsider the higher amount, and jumping immediately to aggressive outreach risks alienating a cautious new customer. The link provides a frictionless path to complete payment if intent resurfaces.",0.72,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,204355
f2ff5b2b-70b9-4228-9f27-743b870b3707,4b9295f7-bac8-4b04-a8d1-f7ab8ce6cd44,"The transaction failed due to a transient network_error during a UPI payment attempt. Despite the technical failure, the customer showed strong purchase intent with a checkout duration of 247 seconds, indicating deliberate engagement. The customer has a solid history with 6 successful payments over 345 days, a stable tenure, and a previous failure rate of only 1 out of 7 attempts (14%), suggesting this is likely an isolated technical issue rather than a fundamental payment problem.",0.78,recover_now,"The combination of signals strongly supports immediate recovery action. The failure reason 'network_error' is classified as a transient, non-customer-issue failure that typically resolves quickly. The customer profile is highly favorable: 6 prior successful payments over 345 days demonstrate trust in the merchant, and a recent successful payment just 15 hours ago confirms an active, functional payment method. The checkout duration of 247 seconds reflects genuine purchase intent rather than casual browsing. The current order value (₹2,667.93) is lower than the historical AOV (₹6,279.51), suggesting a non-impulsive but committed purchase. With zero prior recovery attempts on this transaction, this is the ideal window to send an urgent Razorpay recovery payment link. UPI network errors commonly self-correct within minutes, so immediate outreach capitalizes on peak purchase intent before the customer disengages or seeks alternatives. Waiting risks losing the high-intent window, while the customer's proven payment history de-risks the recovery attempt.",0.85,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,266793
b14dc3a1-da53-46e4-91f7-6411e78065c0,c78471e1-fa40-4db2-814b-db657b934fac,"OTP timeout during netbanking authentication indicates a transient session-level failure rather than a hard decline (e.g., insufficient funds or invalid credentials). The customer completed a ~6-minute checkout, which signals strong purchase intent and a deliberate, non-accidental attempt. However, the profile shows concerning history: only 17 days tenure, zero prior successful payments, 2 prior failed payments, and this transaction value (~₹9,699) is roughly 5x the customer's historical average order value (~₹1,968), suggesting either an unusually high-value first purchase or behavioral anomaly. With no prior successful payment anchor, there is limited proven trust and no demonstrated ability to complete a Razorpay payment, which raises execution risk on retry. The OTP timeout is recoverable in principle but the combination of new customer, no success history, and elevated ticket size warrants caution before pushing another link immediately.",0.42,send_payment_link,"OTP timeout is a transient, recoverable failure with strong checkout intent signals (366s dwell time), which supports a recovery attempt rather than abandonment. However, the customer has zero successful payments, two prior failures, and the cart value (~₹9,699) is ~5x their historical AOV (~₹1,968). These factors reduce confidence in immediate conversion and raise risk of another failed attempt if rushed. A standard payment link (rather than urgent recover_now) gives the customer breathing room to retry authentication calmly without pressure, while still capturing the high-intent session. No prior recovery attempts have been made, so a first outreach is warranted. If this link also fails, escalation to merchant or stop should be considered given the absence of any success history.",0.68,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,969929
e8f35fbe-e92c-48b8-85b5-029a330bf2bf,255517f1-bc46-483c-84e3-50067d086939,"The customer abandoned the UPI checkout after approximately 5 minutes and 47 seconds without completing payment. Despite abandoning, the customer exhibited high intent by remaining in checkout for an extended duration (likely entering UPI ID or navigating payment screens), filling out the UPI flow, and then disengaging. The UPI method itself is generally reliable, so abandonment rather than a transient technical failure (network_error, otp_timeout) is the most likely cause—possibly due to UPI app friction, hesitation at the final authorization step, second thoughts on the relatively higher-than-average cart value (₹4,415.39 vs historical AOV of ₹3,263.26, a ~35% premium), or external distraction. There is no failure reason indicating a hard decline or processor issue, suggesting this is a soft, recoverable abandonment.",0.68,send_payment_link,"This is a clean abandonment case with strong favorable signals: (1) established customer tenure of 206 days with a perfect payment track record (2 successful, 0 failed), indicating trust and prior commitment; (2) long checkout duration of 347 seconds demonstrates genuine consideration and high purchase intent, not a casual bounce; (3) zero prior recovery attempts leaves the full recovery channel available; (4) no prior failed payments means no payment-method-specific blocker; (5) UPI abandonment is commonly a hesitation event rather than a hard failure, and a standard recovery link with reasonable expiry allows the customer to complete at their convenience without pressure. The cart value is ~35% above historical AOV, which slightly elevates hesitation risk but also indicates potential upsell motivation. 'recover_now' is not warranted because the cause is abandonment (deliberate disengagement), not a transient technical error where urgency helps convert in real-time. A standard payment link strikes the right balance—re-engaging without applying pressure that could alienate a loyal customer.",0.78,ai_decision,,2026-08-30 06:59:21.080521+00:00,False,not_recovered,0
b87c86e4-b04b-4d6f-9258-301f846ee752,91ff2b3b-5ecc-4b75-9558-87b7d8279940,"Transaction failed due to a transient network_error during a UPI payment attempt. The customer spent 153 seconds on checkout, indicating high purchase intent and active engagement with the payment flow. However, the customer has zero prior successful payments, only 57 days of tenure, and a history of one previous failed payment. The order value (₹1,146.52) is notably higher than their historical average (₹614.52), suggesting this is an elevated-value first successful transaction. The failure appears to be a technical/network-side UPI issue rather than a decline or customer-initiated abandonment, making it a classic transient failure pattern.",0.62,recover_now,"The network_error on UPI is a textbook transient failure where the customer's intent is clearly established (153-second checkout duration signals strong engagement). No prior recovery attempts have been made, eliminating cooldown concerns. Although the customer is relatively new with no successful payment history, the failure cause is technical and not behavioral. An immediate recovery payment link is appropriate because: (1) transient UPI/network errors are best retried while intent is fresh, (2) waiting risks losing the high-intent window, (3) no prior recovery contact has been made so the customer has not been 'nagged', and (4) the elevated AOV suggests meaningful revenue worth recovering urgently. The moderately conservative probability (0.62) reflects uncertainty from the lack of successful payment history, but action bias toward recovery is justified given the strong intent signals and clear transient failure mode. Escalation or stopping would be premature for a first-time transient failure with high intent.",0.71,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,114652
ea5b7072-ec17-4063-a3bc-5f1962df18ce,c021cbed-b6cc-4c2c-9bc4-a10677e47b0c,"The transaction failed due to an OTP timeout during UPI authentication, which is a transient failure typically caused by delays entering the UPI PIN or session expiry. The customer spent 346 seconds in checkout indicating high intent to purchase, but this is a brand new customer (23 days tenure) with zero successful payments and a prior failed payment. The current order value (~₹10,833) is roughly 9x their historical average, but no successful baseline exists to assess reliability.",0.58,recover_now,"OTP timeout is a classic transient failure with high recoverability when addressed immediately, while purchase intent remains warm. The 346-second checkout duration strongly signals the customer was committed to completing the order and likely abandoned due to session expiry rather than loss of intent. Although the customer is new with no successful payment history, the absence of prior recovery attempts and the nature of the failure (transient authentication issue, not a hard decline) favor an immediate urgent recovery link. The elevated AOV raises the stakes but also indicates meaningful revenue at risk. Sending a Razorpay recovery link promptly capitalizes on the residual intent before the customer cools off.",0.72,ai_decision,,2026-08-30 06:59:21.080521+00:00,False,not_recovered,0
1ea770c3-b62d-44f1-a3dd-44a5e5ee7eed,1bf67ada-7d98-4191-b824-e2f5ce5ca7a9,"insufficient_funds failure on a netbanking transaction by a new customer with zero payment success history, 2 prior failed payments, and an order value 10x their historical average (₹16,149.69 vs ₹1,611.38 avg). This indicates likely financial constraint or buyer's remorse rather than a technical or processor issue. The customer demonstrated checkout intent but lacks proven payment completion capability.",0.25,send_payment_link,"Insufficient funds is a transient failure type theoretically recoverable if customer secures funds. However, this customer has 0 successful payments in 24 days tenure, 2 prior failures, and the current order value is 10x their spending average—creating high risk of sticker shock or buyer's remorse. A standard recovery payment link is appropriate because: (1) insufficient funds is not a permanent decline; (2) customer showed clear purchase intent at checkout; (3) a standard link allows them to retry when financially able without aggressive pressure. Recover_now is premature with zero prior recovery attempts. Escalation is unnecessary as signals are clear. Stop is too conservative given the transient failure type and demonstrated intent.",0.65,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,1614969
1b0c4a4d-ef28-461f-b322-4403e4d7d011,0bf6f560-62e7-4cdc-9a46-0e030b39c534,"Checkout abandonment after ~8.7 minutes (521 seconds) without an explicit payment failure. The card payment method was selected but the customer navigated away before completing authorization, suggesting hesitation, distraction, cart reconsideration, or payment page friction rather than a hard technical decline. Strong prior success history (6 successful payments, zero prior failures) and high tenure (~2.4 years) indicate a trustworthy, established customer, while the recent successful payment just 100 hours ago confirms active engagement. The order value (₹3,750.71) is roughly half of the customer's historical AOV (₹7,408.62), which reduces the likelihood of serious buyer's remorse.",0.72,send_payment_link,"This is a classic high-intent abandoned checkout, not a technical failure. Signals favoring recovery: (1) strong established customer with 6 prior successful payments and zero failures, (2) long 858-day tenure indicating loyalty, (3) checkout duration of 521 seconds shows genuine consideration rather than a bounce, (4) no prior recovery attempts on this transaction, and (5) recent successful payment 100 hours ago confirms an active, paying relationship. The abandoned_checkout status with 'customer_abandoned' reason (not a network or OTP error) rules out 'recover_now', which is reserved for transient technical failures where urgency matters. However, recovery probability is high enough that a standard payment link with reasonable expiry is warranted to nudge the customer back. 'wait_and_retry' is suboptimal here since no prior attempt exists and the customer hasn't received a recovery touch yet. 'escalate_to_merchant' is unnecessary given clear signals. 'stop' is unjustified given strong customer history.",0.82,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,375071
e1fe2e5e-4781-4c6e-9d1b-712035ec80a7,e533743e-065c-439d-9da2-2be94160c391,"Customer exhibits a persistent payment failure pattern with a 63% historical failure rate (7 failures vs 4 successes) and has already received 2 recovery attempts on this transaction without conversion. The amount (₹15,466.54) is 5.3x their historical AOV, suggesting potential affordability hesitation. The discrepancy between failure reason (card_declined) and payment method (netbanking) indicates possible method-switching behavior or system inconsistency. With 143 hours elapsed since the last recovery attempt and no response, continued outreach is unlikely to yield different results.",0.08,stop,"This transaction shows multiple unrecoverable signals: (1) 7 historical failures out of 11 total transactions indicates systemic payment issues rather than transient failures, (2) two previous recovery attempts on this specific transaction have already failed after 143 hours, (3) the customer has been silent for 12+ days since their last successful payment, (4) the transaction amount significantly exceeds their typical spending capacity. The card_declined failure combined with netbanking method suggests customer may be blocked at a bank level. Continuing to contact this customer risks further alienating them and increasing support costs without meaningful recovery probability.",0.91,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,1546654
0b9a23b1-ec25-44f6-a208-ac5313dd14f2,ea2af0a2-361a-4e25-a9d8-766ea8ce8218,"The transaction failed due to an OTP timeout during card payment authentication, which is a transient failure typically caused by the customer not entering the OTP within the bank's allotted window or a brief session/network delay. The 153-second checkout duration suggests the customer actively engaged with the payment flow and did not abandon intentionally. However, the customer has no prior successful payment history with this merchant, a previous failed payment, and a tenure of only 55 days. The order value (₹9,605.58) is dramatically higher than the customer's historical average (₹799.97), indicating either a first high-value purchase or unusual buying behavior. The customer showed clear intent but was blocked by a fixable authentication timeout.",0.62,recover_now,"The OTP timeout failure is a classic transient, recoverable error that occurred after the customer demonstrated strong intent (153 seconds of active checkout). No prior recovery attempts have been made, making an immediate intervention appropriate. While the customer has no successful payment history and the ticket size is ~12x their historical AOV—which introduces some risk of hesitation or a genuine capacity issue—the failure mode is technical, not behavioral. Sending an urgent recovery link quickly preserves the high purchase intent before it decays. A standard payment link is less optimal because the failure was mid-authentication (not a soft abandonment), so urgency is warranted. The high AOV prevents escalation to the merchant since the issue is clearly resolvable on the payment layer. Stopping is unwarranted because there is no evidence of repeated declines or unrecoverable behavior; a single transient OTP timeout with no prior successes still warrants one immediate recovery attempt.",0.72,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,960558
79db75d3-f09b-4cf1-9467-26ad625ba390,c52bde73-81e2-4b0b-8a7e-cdd873d5f970,"Customer initiated UPI checkout, spent 315 seconds in checkout flow, and abandoned without payment completion. This indicates initial purchase intent was present but interrupted or deterred, possibly by UPI app setup issues, distraction, or price hesitation given the order value exceeds historical average order value by approximately 80%.",0.38,send_payment_link,"Customer demonstrated purchase intent by spending over 5 minutes in checkout and selecting UPI, suggesting genuine interest despite abandonment. As a new customer with no prior payment history, an immediate 'recover_now' action would be premature and potentially intrusive. Standard recovery payment link is appropriate because: (1) no previous recovery attempts exist, (2) customer tenure is only 12 days requiring gentle approach, (3) abandoned checkout with clear intent signals favors link-based recovery over waiting or escalation. The moderate checkout duration and UPI method indicate recoverable scenario rather than hard decline or unrecoverable failure.",0.65,ai_decision,,2026-08-30 06:59:21.080521+00:00,True,recovered,367791
2344924f-5560-4e10-a5ef-7b3641cda36a,13065964-0538-4645-8eaa-9f1de37601be,pre_filtered_exhausted,0.0,stop,Recovery attempt limit reached (attempts >= 3),1.0,pre_filtered,attempts_exhausted,2026-08-30 07:03:18.963495+00:00,False,not_recovered,0
b03478aa-862a-4806-9bb8-76c8fe02f27c,1aa406f9-3a0b-4e74-b747-5111e9627509,"Transaction failed due to network_error, a transient technical failure between the customer's bank and the payment gateway. The short 28-second checkout duration indicates the customer was actively proceeding through payment before the network interruption occurred, not an abandonment due to hesitation or refusal. However, the customer has no successful payment history in 51 days and has accumulated 2 prior failures, creating uncertainty about their conversion intent and payment method validity.",0.45,send_payment_link,"network_error failures are technically transient and recoverable upon retry, making this a viable recovery candidate. However, recovery probability is moderated by the customer's lack of conversion history (0 successful payments), the 2 prior historical failures (unknown reasons), and the current order value being 3.5x their historical AOV which may indicate purchase hesitation on high-value items. send_payment_link is chosen over recover_now because this is a new customer with no established trust relationship, and aggressive immediate outreach could be counterproductive without knowing if they have underlying payment method issues. The action preserves recovery opportunity while maintaining appropriate contact cadence.",0.72,ai_decision,,2026-08-30 07:03:18.963495+00:00,True,recovered,948126
